age,gender,country,highest_deg,code_experience,current_title,industry,company_size,annual_comp
25-29,Woman,India,Master’s degree,3-5 years,Data Engineer,Accounting/Finance,"10,000 or more employees","125,000-149,999"
40-44,Man,Australia,Doctoral degree,1-3 years,Currently not employed,,,
25-29,Woman,Other,Bachelor’s degree,1-3 years,,,,
30-34,Woman,Ireland,Doctoral degree,1-3 years,Data Scientist,Accounting/Finance,"1000-9,999 employees","70,000-79,999"
18-21,Man,India,,,,,,
35-39,Man,United States of America,Master’s degree,5-10 years,Data Scientist,Insurance/Risk Assessment,"10,000 or more employees","150,000-199,999"
22-24,Woman,India,Master’s degree,I have never written code,,,,
22-24,Man,India,Doctoral degree,3-5 years,,,,
18-21,Man,Ukraine,I prefer not to answer,1-3 years,,,,
45-49,Man,United States of America,Master’s degree,5-10 years,"Manager (Program, Project, Operations, Executive-level, etc)",Insurance/Risk Assessment,"1000-9,999 employees","300,000-499,999"
55-59,Man,Pakistan,Doctoral degree,20+ years,Teacher / professor,Academics/Education,"1000-9,999 employees","5,000-7,499"
30-34,Man,United States of America,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Manufacturing/Fabrication,0-49 employees,"80,000-89,999"
25-29,Man,Turkey,Bachelor’s degree,1-3 years,,,,
40-44,Woman,United States of America,Master’s degree,< 1 years,,,,
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
25-29,Woman,India,Master’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Master’s degree,< 1 years,,,,
35-39,Man,Other,Doctoral degree,3-5 years,,,,
25-29,Man,India,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees","40,000-49,999"
22-24,Man,Nigeria,Bachelor’s degree,I have never written code,,,,
30-34,Man,Australia,Master’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
25-29,Man,India,Bachelor’s degree,3-5 years,,,,
30-34,Man,Ghana,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,250-999 employees,$0-999
18-21,Man,India,Master’s degree,< 1 years,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
25-29,Man,Brazil,Master’s degree,5-10 years,,,,
40-44,Man,South Korea,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
22-24,Man,Indonesia,Bachelor’s degree,3-5 years,Software Engineer,Academics/Education,50-249 employees,$0-999
18-21,Man,Nigeria,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
40-44,Man,United States of America,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Other,"1000-9,999 employees",
18-21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,< 1 years,Currently not employed,,,
40-44,Woman,India,Master’s degree,5-10 years,Teacher / professor,Academics/Education,50-249 employees,"4,000-4,999"
25-29,Man,China,Some college/university study without earning a bachelor’s degree,3-5 years,Teacher / professor,Computers/Technology,250-999 employees,"30,000-39,999"
40-44,Man,Bangladesh,Bachelor’s degree,20+ years,Statistician,Manufacturing/Fabrication,"10,000 or more employees","4,000-4,999"
50-54,Man,Mexico,Master’s degree,20+ years,,,,
30-34,Man,Viet Nam,Master’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Government/Public Service,50-249 employees,"5,000-7,499"
25-29,Man,Philippines,Master’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,"1000-9,999 employees","5,000-7,499"
35-39,Man,Brazil,,,,,,
18-21,Man,Pakistan,Master’s degree,3-5 years,,,,
35-39,Man,India,Master’s degree,1-3 years,Currently not employed,,,
18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,I have never written code,,,,
22-24,Man,India,I prefer not to answer,< 1 years,,,,
25-29,Man,United States of America,Bachelor’s degree,1-3 years,Data Scientist,Non-profit/Service,0-49 employees,"25,000-29,999"
50-54,Man,United States of America,Doctoral degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Medical/Pharmaceutical,"10,000 or more employees","200,000-249,999"
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Woman,Egypt,I prefer not to answer,1-3 years,Machine Learning/ MLops Engineer,Other,0-49 employees,
18-21,Man,Nigeria,Bachelor’s degree,1-3 years,,,,
22-24,Man,Other,Bachelor’s degree,< 1 years,,,,
22-24,Man,India,Master’s degree,< 1 years,,,,
22-24,Man,India,I prefer not to answer,I have never written code,,,,
70+,Man,United States of America,Master’s degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Insurance/Risk Assessment,250-999 employees,"150,000-199,999"
18-21,Woman,India,Professional doctorate,< 1 years,,,,
30-34,Man,India,Doctoral degree,3-5 years,Machine Learning/ MLops Engineer,Academics/Education,0-49 employees,
35-39,Man,Taiwan,Bachelor’s degree,10-20 years,Software Engineer,Manufacturing/Fabrication,"1000-9,999 employees","1,000-1,999"
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5-10 years,,,,
25-29,Woman,Ethiopia,Bachelor’s degree,< 1 years,Data Engineer,Government/Public Service,"1000-9,999 employees",$0-999
25-29,Man,China,I prefer not to answer,< 1 years,Machine Learning/ MLops Engineer,Computers/Technology,0-49 employees,
45-49,Man,India,Master’s degree,10-20 years,Software Engineer,Computers/Technology,0-49 employees,"4,000-4,999"
55-59,Man,Brazil,Master’s degree,20+ years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Energy/Mining,"1000-9,999 employees","15,000-19,999"
30-34,Man,Other,Doctoral degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Academics/Education,250-999 employees,"1,000-1,999"
50-54,Man,Poland,Master’s degree,1-3 years,Currently not employed,,,
35-39,Man,India,Bachelor’s degree,10-20 years,Data Scientist,Accounting/Finance,0-49 employees,
22-24,Man,India,Master’s degree,5-10 years,Software Engineer,Computers/Technology,"10,000 or more employees","1,000-1,999"
25-29,Woman,Bangladesh,I prefer not to answer,3-5 years,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Man,Spain,Master’s degree,5-10 years,Data Scientist,Computers/Technology,"10,000 or more employees","30,000-39,999"
40-44,Woman,Turkey,Some college/university study without earning a bachelor’s degree,I have never written code,Currently not employed,,,
18-21,Man,Ukraine,Some college/university study without earning a bachelor’s degree,3-5 years,,,,
25-29,Woman,India,Bachelor’s degree,1-3 years,Teacher / professor,Computers/Technology,50-249 employees,$0-999
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
50-54,Man,France,Master’s degree,3-5 years,Data Scientist,Non-profit/Service,250-999 employees,"2,000-2,999"
30-34,Man,Brazil,I prefer not to answer,< 1 years,,,,
25-29,Man,India,Bachelor’s degree,5-10 years,Machine Learning/ MLops Engineer,Computers/Technology,"10,000 or more employees","90,000-99,999"
25-29,Woman,Indonesia,Master’s degree,I have never written code,,,,
18-21,Woman,India,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,Bangladesh,Master’s degree,3-5 years,,,,
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20+ years,Software Engineer,Other,0-49 employees,"150,000-199,999"
22-24,Man,United States of America,Master’s degree,5-10 years,,,,
55-59,Prefer not to say,Australia,Doctoral degree,20+ years,,,,
25-29,Man,India,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees","5,000-7,499"
30-34,Man,Taiwan,I prefer not to answer,5-10 years,Data Engineer,Other,250-999 employees,"30,000-39,999"
40-44,Man,India,Master’s degree,1-3 years,,,,
25-29,Woman,Canada,Doctoral degree,1-3 years,Currently not employed,,,
30-34,Woman,United States of America,Master’s degree,I have never written code,,,,
30-34,Man,Nigeria,Bachelor’s degree,I have never written code,,,,
22-24,Woman,Pakistan,Bachelor’s degree,< 1 years,,,,
22-24,Woman,Nigeria,Master’s degree,I have never written code,,,,
22-24,Man,Bangladesh,Bachelor’s degree,1-3 years,,,,
30-34,Man,United States of America,Doctoral degree,5-10 years,Research Scientist,Medical/Pharmaceutical,0-49 employees,"100,000-124,999"
45-49,Man,United States of America,Master’s degree,10-20 years,Data Scientist,Online Service/Internet-based Services,"1000-9,999 employees","150,000-199,999"
22-24,Woman,Nigeria,Professional doctorate,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,50-249 employees,$0-999
18-21,Prefer not to say,India,I prefer not to answer,I have never written code,,,,
35-39,Man,Nigeria,Bachelor’s degree,1-3 years,,,,
30-34,Man,Ethiopia,Doctoral degree,3-5 years,Machine Learning/ MLops Engineer,Online Service/Internet-based Services,250-999 employees,$0-999
25-29,Man,Morocco,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,0-49 employees,$0-999
18-21,Woman,India,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
22-24,Woman,Nigeria,Bachelor’s degree,< 1 years,,,,
30-34,Woman,India,Master’s degree,1-3 years,Data Scientist,Accounting/Finance,"1000-9,999 employees",$0-999
30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
30-34,Man,Russia,,,,,,
25-29,Man,United States of America,Bachelor’s degree,5-10 years,,,,
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
35-39,Man,India,Bachelor’s degree,< 1 years,Currently not employed,,,
50-54,Man,Other,Doctoral degree,1-3 years,Data Scientist,Academics/Education,"1000-9,999 employees",
22-24,Man,India,Some college/university study without earning a bachelor’s degree,5-10 years,Currently not employed,,,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Man,Nigeria,Bachelor’s degree,< 1 years,Currently not employed,,,
25-29,Man,India,Master’s degree,3-5 years,Data Scientist,Computers/Technology,50-249 employees,"5,000-7,499"
25-29,Man,Russia,Master’s degree,3-5 years,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
35-39,Man,United States of America,Master’s degree,3-5 years,Data Scientist,Online Service/Internet-based Services,"1000-9,999 employees","150,000-199,999"
22-24,Woman,Turkey,Master’s degree,1-3 years,,,,
22-24,Man,Bangladesh,Bachelor’s degree,1-3 years,,,,
18-21,Woman,Other,Bachelor’s degree,I have never written code,,,,
18-21,Man,India,Master’s degree,1-3 years,Other,Computers/Technology,"1000-9,999 employees","3,000-3,999"
25-29,Woman,Chile,Master’s degree,3-5 years,,,,
30-34,Man,United States of America,Master’s degree,1-3 years,Engineer (non-software),Other,"1000-9,999 employees","125,000-149,999"
22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
30-34,Man,United States of America,Bachelor’s degree,10-20 years,Other,Computers/Technology,50-249 employees,"150,000-199,999"
30-34,Woman,Canada,Master’s degree,10-20 years,Machine Learning/ MLops Engineer,Computers/Technology,"1000-9,999 employees","150,000-199,999"
30-34,Man,India,Bachelor’s degree,I have never written code,Other,Other,"1000-9,999 employees","2,000-2,999"
30-34,Man,India,Bachelor’s degree,< 1 years,Engineer (non-software),Manufacturing/Fabrication,"10,000 or more employees","15,000-19,999"
22-24,Woman,India,I prefer not to answer,I have never written code,,,,
25-29,Man,Spain,Master’s degree,< 1 years,,,,
25-29,Man,South Korea,Master’s degree,5-10 years,Machine Learning/ MLops Engineer,Computers/Technology,50-249 employees,"40,000-49,999"
35-39,Man,Russia,Bachelor’s degree,5-10 years,,,,
40-44,Man,United States of America,Professional doctorate,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Energy/Mining,"10,000 or more employees",
30-34,Man,Brazil,Master’s degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Other,"1000-9,999 employees","300,000-499,999"
45-49,Man,Taiwan,Master’s degree,1-3 years,,,,
25-29,Man,India,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Shipping/Transportation,0-49 employees,
35-39,Woman,Spain,Master’s degree,1-3 years,"Manager (Program, Project, Operations, Executive-level, etc)",Academics/Education,"1000-9,999 employees","60,000-69,999"
25-29,Man,India,Professional doctorate,3-5 years,,,,
22-24,Man,China,Master’s degree,1-3 years,,,,
55-59,Man,United States of America,Bachelor’s degree,3-5 years,Currently not employed,,,
25-29,Man,India,Master’s degree,1-3 years,Software Engineer,Computers/Technology,"10,000 or more employees","2,000-2,999"
40-44,Woman,Turkey,Bachelor’s degree,3-5 years,Other,Government/Public Service,"1000-9,999 employees","4,000-4,999"
22-24,Man,Other,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Marketing/CRM,,
40-44,Woman,Poland,Master’s degree,< 1 years,Statistician,Marketing/CRM,0-49 employees,$0-999
50-54,Man,Argentina,Bachelor’s degree,20+ years,Software Engineer,Accounting/Finance,"10,000 or more employees","10,000-14,999"
22-24,Man,India,Master’s degree,3-5 years,,,,
22-24,Man,Pakistan,Master’s degree,< 1 years,,,,
30-34,Woman,Portugal,Master’s degree,I have never written code,Other,Academics/Education,0-49 employees,"7,500-9,999"
45-49,Man,United States of America,Master’s degree,10-20 years,,,,
18-21,Man,India,I prefer not to answer,1-3 years,,,,
22-24,Woman,Philippines,Master’s degree,1-3 years,Data Scientist,Marketing/CRM,50-249 employees,"10,000-14,999"
18-21,Man,India,Bachelor’s degree,1-3 years,Currently not employed,,,
40-44,Woman,Morocco,No formal education past high school,3-5 years,Data Engineer,Non-profit/Service,0-49 employees,"100,000-124,999"
40-44,Man,Other,Doctoral degree,5-10 years,Data Scientist,Computers/Technology,50-249 employees,
25-29,Man,Viet Nam,Master’s degree,< 1 years,Engineer (non-software),Accounting/Finance,250-999 employees,$0-999
22-24,Man,India,Master’s degree,< 1 years,,,,
30-34,Man,India,Master’s degree,5-10 years,,,,
25-29,Man,India,Bachelor’s degree,< 1 years,,,,
40-44,Man,Other,Master’s degree,20+ years,Research Scientist,Accounting/Finance,50-249 employees,"70,000-79,999"
30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,Other,Computers/Technology,250-999 employees,"40,000-49,999"
25-29,Man,United States of America,Master’s degree,1-3 years,,,,
40-44,Man,India,Master’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Shipping/Transportation,"1000-9,999 employees","10,000-14,999"
55-59,Man,India,Bachelor’s degree,20+ years,,,,
18-21,Woman,Nigeria,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
22-24,Man,Indonesia,No formal education past high school,I have never written code,,,,
35-39,Woman,United States of America,Bachelor’s degree,< 1 years,,,,
22-24,Man,United States of America,Master’s degree,3-5 years,,,,
40-44,Man,India,Master’s degree,I have never written code,Teacher / professor,Academics/Education,0-49 employees,$0-999
35-39,Woman,India,I prefer not to answer,I have never written code,Currently not employed,,,
40-44,Man,United States of America,Master’s degree,20+ years,Machine Learning/ MLops Engineer,Insurance/Risk Assessment,"10,000 or more employees","250,000-299,999"
25-29,Man,India,Master’s degree,1-3 years,,,,
40-44,Man,India,Doctoral degree,3-5 years,,,,
35-39,Man,Other,Doctoral degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,50-249 employees,
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
60-69,Man,Ireland,Bachelor’s degree,< 1 years,Engineer (non-software),Manufacturing/Fabrication,"1000-9,999 employees","60,000-69,999"
